source,target,community_source,community_target
35,591,1,1
35,592,1,1
118,121,1,1
118,122,1,1
119,125,0,0
119,120,0,0
121,122,1,1
123,187,5,5
123,149,5,5
123,150,5,5
123,151,5,5
123,152,5,5
124,126,12,12
124,127,12,12
120,125,0,0
126,127,12,12
128,131,13,13
128,593,13,13
129,132,1,1
129,133,1,1
130,134,1,1
130,135,1,1
131,593,13,13
132,133,1,1
134,135,1,1
136,137,1,1
136,138,1,1
137,138,1,1
139,594,5,5
139,595,5,5
139,149,5,5
139,150,5,5
139,151,5,5
139,152,5,5
140,142,1,1
140,141,1,1
141,142,1,1
143,596,1,1
143,144,1,1
312,370,3,12
312,597,3,3
312,598,3,3
312,599,3,3
312,600,3,3
312,601,3,3
312,602,3,3
312,603,3,3
312,604,3,3
312,605,3,3
312,606,3,3
312,607,3,3
312,608,3,3
312,609,3,3
312,610,3,3
34,312,3,3
587,588,1,1
594,595,5,5
572,611,1,1
572,612,1,1
145,573,1,1
146,573,1,1
574,575,2,2
307,574,2,2
307,575,2,2
576,578,1,1
576,613,1,1
577,614,1,1
577,615,1,1
578,613,1,1
579,580,1,1
579,616,1,1
581,582,1,1
581,617,1,1
582,617,1,1
583,584,1,1
583,618,1,1
584,618,1,1
585,586,1,1
585,619,1,1
586,619,1,1
589,590,1,1
589,620,1,1
590,620,1,1
587,591,1,1
588,591,1,1
592,621,1,1
592,622,1,1
611,612,1,1
172,474,3,9
172,623,3,3
172,624,3,3
172,625,3,3
172,626,3,3
172,627,3,3
172,628,3,3
172,629,3,3
172,630,3,3
172,631,3,3
172,632,3,3
172,633,3,3
172,634,3,3
172,635,3,3
172,636,3,3
172,637,3,3
172,638,3,3
300,639,10,10
300,640,10,10
300,641,10,10
300,642,10,10
300,643,10,10
300,644,10,10
300,645,10,10
300,646,10,10
300,647,10,10
300,648,10,10
300,649,10,10
300,650,10,10
300,651,10,10
300,652,10,10
300,653,10,10
300,654,10,10
300,655,10,10
300,656,10,10
26,302,2,2
313,370,1,12
313,657,1,19
313,658,1,1
313,659,1,1
313,660,1,1
313,661,1,1
313,662,1,1
313,663,1,1
313,664,1,1
313,665,1,1
313,666,1,1
313,667,1,1
313,668,1,1
313,669,1,1
313,670,1,1
313,671,1,1
313,672,1,2
313,673,1,2
26,314,2,2
26,318,2,1
354,370,1,12
354,674,1,1
354,675,1,1
354,676,1,19
354,677,1,1
354,678,1,1
354,679,1,1
354,680,1,1
354,681,1,1
354,682,1,1
354,683,1,1
354,684,1,1
354,685,1,1
354,686,1,1
354,687,1,1
354,688,1,1
354,689,1,1
354,690,1,1
354,691,1,2
391,639,17,10
391,692,17,17
391,693,17,17
391,694,17,17
391,695,17,17
391,696,17,17
391,697,17,17
391,698,17,17
391,699,17,17
391,700,17,17
391,701,17,17
391,702,17,17
391,703,17,17
391,704,17,17
391,705,17,17
391,706,17,17
391,707,17,17
391,708,17,17
26,392,2,2
396,639,18,10
396,709,18,18
396,710,18,18
396,711,18,18
396,712,18,18
396,713,18,18
396,714,18,18
396,715,18,18
396,716,18,18
396,717,18,18
396,718,18,18
396,719,18,18
396,720,18,18
396,721,18,18
396,722,18,18
396,723,18,18
396,724,18,18
396,725,18,18
26,397,2,2
313,726,1,19
34,313,3,1
391,727,17,17
391,728,17,17
391,729,17,17
391,730,17,17
391,731,17,17
391,732,17,17
391,733,17,17
391,734,17,17
391,735,17,17
34,391,3,17
396,736,18,18
396,737,18,18
396,738,18,18
396,739,18,18
396,740,18,18
396,741,18,18
396,742,18,18
396,743,18,18
396,744,18,18
396,745,18,18
396,746,18,18
396,747,18,18
396,748,18,18
34,396,3,18
657,726,19,19
35,657,1,19
657,749,19,19
657,750,19,19
657,751,19,19
658,659,1,1
35,658,1,1
35,659,1,1
660,661,1,1
35,660,1,1
35,661,1,1
662,663,1,1
35,662,1,1
35,663,1,1
664,665,1,1
35,664,1,1
35,665,1,1
666,667,1,1
35,666,1,1
35,667,1,1
668,669,1,1
35,668,1,1
35,669,1,1
670,671,1,1
35,670,1,1
35,671,1,1
672,673,2,2
35,672,1,2
38,672,2,2
39,672,2,2
40,672,2,2
41,672,2,2
35,673,1,2
38,673,2,2
39,673,2,2
40,673,2,2
41,673,2,2
692,693,17,17
35,692,1,17
35,693,1,17
694,695,17,17
35,694,1,17
35,695,1,17
696,697,17,17
35,696,1,17
35,697,1,17
698,699,17,17
35,698,1,17
35,699,1,17
700,701,17,17
35,700,1,17
35,701,1,17
702,703,17,17
35,702,1,17
35,703,1,17
704,705,17,17
35,705,1,17
706,707,17,17
706,752,17,17
707,752,17,17
708,727,17,17
35,708,1,17
709,710,18,18
35,709,1,18
35,710,1,18
711,712,18,18
35,711,1,18
35,712,1,18
713,714,18,18
35,713,1,18
35,714,1,18
715,716,18,18
35,715,1,18
35,716,1,18
717,718,18,18
35,717,1,18
35,718,1,18
719,720,18,18
35,719,1,18
35,720,1,18
721,722,18,18
35,721,1,18
721,753,18,18
721,754,18,18
721,755,18,18
35,722,1,18
722,753,18,18
722,754,18,18
722,755,18,18
723,724,18,18
723,756,18,18
724,756,18,18
725,738,18,18
35,725,1,18
210,757,1,1
210,758,1,1
210,759,1,1
34,210,3,1
354,760,1,2
354,761,1,19
34,354,3,1
371,372,1,1
35,371,1,1
35,372,1,1
373,374,1,1
35,373,1,1
35,374,1,1
375,376,1,1
35,375,1,1
35,376,1,1
377,378,1,1
35,377,1,1
35,378,1,1
379,380,1,1
35,379,1,1
379,762,1,1
379,763,1,1
35,380,1,1
380,762,1,1
380,763,1,1
381,382,1,1
35,381,1,1
35,382,1,1
383,384,1,1
35,384,1,1
385,386,1,1
35,385,1,1
35,386,1,1
387,757,1,1
35,387,1,1
674,675,1,1
35,674,1,1
35,675,1,1
676,761,19,19
35,676,1,19
676,749,19,19
676,750,19,19
676,751,19,19
677,678,1,1
35,677,1,1
35,678,1,1
679,680,1,1
35,679,1,1
35,680,1,1
681,682,1,1
35,681,1,1
35,682,1,1
683,684,1,1
35,683,1,1
35,684,1,1
685,686,1,1
35,685,1,1
35,686,1,1
687,688,1,1
35,687,1,1
35,688,1,1
689,690,1,1
35,689,1,1
35,690,1,1
691,760,2,2
35,691,1,2
38,691,2,2
39,691,2,2
40,691,2,2
41,691,2,2
26,752,2,17
26,756,2,18
391,707,17,17
26,36,2,0
300,764,10,10
34,300,3,10
640,641,10,10
35,640,1,10
35,641,1,10
642,643,10,10
35,642,1,10
35,643,1,10
644,645,10,10
35,644,1,10
35,645,1,10
646,647,10,10
35,646,1,10
35,647,1,10
648,649,10,10
35,648,1,10
35,649,1,10
650,651,10,10
35,650,1,10
35,651,1,10
652,653,10,10
35,652,1,10
35,653,1,10
654,655,10,10
35,654,1,10
35,655,1,10
656,764,10,10
35,656,1,10
172,765,3,3
172,766,3,3
172,767,3,3
172,768,3,3
171,172,3,3
34,172,3,3
68,769,8,8
34,68,3,8
8,43,1,4
43,770,4,4
43,771,4,4
43,772,4,4
43,773,4,4
43,774,4,4
43,775,4,4
43,776,4,4
43,777,4,4
43,778,4,4
43,779,4,4
43,780,4,4
43,781,4,4
43,782,4,4
43,783,4,4
43,784,4,4
43,785,4,4
43,786,4,4
51,474,6,9
51,787,6,6
51,788,6,6
51,789,6,6
51,790,6,6
51,791,6,6
51,792,6,6
51,793,6,6
51,794,6,6
51,795,6,6
51,796,6,6
51,797,6,6
51,798,6,6
51,799,6,6
51,800,6,6
51,801,6,6
51,802,6,6
51,803,6,6
54,474,7,9
54,804,7,7
54,805,7,7
54,806,7,7
54,807,7,7
54,808,7,7
54,809,7,7
54,810,7,7
54,811,7,7
54,812,7,7
54,813,7,7
54,814,7,7
54,815,7,7
54,816,7,7
54,817,7,7
54,818,7,7
54,819,7,7
54,820,7,7
58,474,3,9
58,821,3,3
58,822,3,3
58,823,3,3
58,824,3,3
58,825,3,3
58,826,3,3
58,827,3,3
58,828,3,3
58,829,3,3
58,830,3,3
58,831,3,3
58,832,3,3
58,833,3,3
58,834,3,3
58,835,3,3
58,836,3,3
34,58,3,3
74,474,9,9
74,837,9,9
74,838,9,9
74,839,9,9
74,840,9,9
74,841,9,9
74,842,9,9
74,843,9,9
74,844,9,9
74,845,9,9
74,846,9,9
74,847,9,9
74,848,9,9
74,849,9,9
74,850,9,9
74,851,9,9
74,852,9,9
74,180,9,9
34,74,3,9
77,639,10,10
77,853,10,10
77,854,10,10
77,855,10,10
77,856,10,10
77,857,10,10
77,858,10,10
77,859,10,10
77,860,10,10
77,861,10,10
77,862,10,10
77,863,10,10
77,864,10,10
77,865,10,10
77,866,10,10
77,867,10,10
77,868,10,10
77,869,10,10
82,639,2,10
82,870,2,2
82,871,2,2
82,872,2,2
82,873,2,2
82,874,2,2
82,875,2,2
82,876,2,2
82,877,2,2
82,878,2,2
82,879,2,2
82,880,2,2
82,881,2,2
82,882,2,2
82,883,2,2
82,884,2,2
89,474,9,9
89,885,9,9
89,886,9,9
89,887,9,9
89,888,9,9
89,889,9,9
89,890,9,9
89,891,9,9
89,892,9,9
89,893,9,9
89,894,9,9
89,895,9,9
89,896,9,9
89,897,9,9
89,898,9,9
89,899,9,9
92,474,6,9
92,900,6,6
92,901,6,6
92,902,6,6
92,903,6,6
92,904,6,6
92,905,6,6
92,906,6,6
92,907,6,6
92,908,6,6
92,909,6,6
92,910,6,6
92,911,6,6
92,912,6,6
92,913,6,6
92,914,6,6
92,915,6,6
34,92,3,6
97,474,6,9
97,916,6,6
97,917,6,6
97,918,6,6
97,919,6,6
97,920,6,6
97,921,6,6
97,922,6,6
97,923,6,6
97,924,6,6
97,925,6,6
97,926,6,6
97,927,6,6
97,928,6,6
97,929,6,6
97,930,6,6
97,931,6,6
97,932,6,6
102,639,10,10
102,933,10,10
102,934,10,10
102,935,10,10
102,936,10,10
102,937,10,10
102,938,10,10
102,939,10,10
102,940,10,10
102,941,10,10
102,942,10,10
102,943,10,10
102,944,10,10
102,945,10,10
102,946,10,10
102,947,10,10
102,948,10,10
102,949,10,10
105,639,11,10
105,950,11,11
105,951,11,11
105,952,11,11
105,953,11,11
105,954,11,11
105,955,11,11
105,956,11,11
105,957,11,11
105,958,11,11
105,959,11,11
105,960,11,11
105,961,11,11
105,962,11,11
105,963,11,11
105,964,11,11
105,965,11,11
105,966,11,11
109,639,10,10
109,967,10,10
109,968,10,10
109,969,10,10
109,970,10,10
109,971,10,10
109,972,10,10
109,973,10,10
109,974,10,10
109,975,10,10
109,976,10,10
109,977,10,10
109,978,10,10
109,979,10,10
109,980,10,10
109,981,10,10
109,982,10,10
109,983,10,10
111,639,10,10
111,984,10,10
111,985,10,10
111,986,10,10
111,987,10,10
111,988,10,10
111,989,10,10
111,990,10,10
111,991,10,10
111,992,10,10
111,993,10,10
111,994,10,10
111,995,10,10
111,996,10,10
111,997,10,10
111,998,10,10
111,999,10,10
111,1000,10,10
115,474,9,9
115,1001,9,9
115,1002,9,9
115,1003,9,9
115,1004,9,9
115,1005,9,9
115,1006,9,9
115,1007,9,9
115,1008,9,9
115,1009,9,9
115,1010,9,9
115,1011,9,9
115,1012,9,9
115,1013,9,9
115,1014,9,9
115,1015,9,9
115,1016,9,9
115,1017,9,9
120,639,0,10
120,1018,0,0
120,1019,0,0
120,1020,0,0
120,1021,0,0
120,1022,0,0
120,1023,0,0
120,1024,0,0
120,1025,0,0
120,1026,0,0
120,1027,0,0
120,1028,0,0
120,1029,0,0
120,1030,0,0
120,1031,0,0
120,1032,0,0
120,1033,0,0
120,1034,0,0
122,639,1,10
122,1035,1,1
122,1036,1,1
122,1037,1,1
122,1038,1,1
122,1039,1,1
122,1040,1,1
122,1041,1,1
122,1042,1,1
122,1043,1,1
122,1044,1,1
122,1045,1,1
122,1046,1,1
122,1047,1,1
122,1048,1,1
122,1049,1,1
122,1050,1,1
122,1051,1,1
127,370,12,12
127,1052,12,12
127,1053,12,12
127,1054,12,12
127,1055,12,12
127,1056,12,12
127,1057,12,12
127,1058,12,12
127,1059,12,12
127,1060,12,12
127,1061,12,12
127,1062,12,12
127,1063,12,12
127,1064,12,12
127,1065,12,12
127,1066,12,12
127,1067,12,12
127,1068,12,12
244,370,2,12
244,1069,2,2
244,1070,2,2
244,1071,2,2
244,1072,2,2
244,1073,2,2
244,1074,2,2
244,1075,2,2
244,1076,2,2
244,1077,2,2
244,1078,2,2
244,1079,2,2
244,1080,2,2
244,1081,2,2
244,1082,2,2
244,1083,2,2
244,1084,2,2
244,1085,2,2
251,639,1,10
251,1086,1,1
251,1087,1,1
251,1088,1,1
251,1089,1,1
251,1090,1,1
251,1091,1,1
251,1092,1,1
251,1093,1,1
251,1094,1,1
251,1095,1,1
251,1096,1,1
251,1097,1,1
251,1098,1,1
251,1099,1,1
251,1100,1,1
251,1101,1,1
251,1102,1,1
256,370,1,12
256,1103,1,1
256,1104,1,1
256,1105,1,1
256,1106,1,1
256,1107,1,1
256,1108,1,1
256,1109,1,1
256,1110,1,1
256,1111,1,1
256,1112,1,1
256,1113,1,1
256,1114,1,1
256,1115,1,1
256,1116,1,1
256,1117,1,1
256,1118,1,1
256,1119,1,19
272,370,2,12
272,1120,2,2
272,1121,2,2
272,1122,2,2
272,1123,2,2
272,1124,2,2
272,1125,2,2
272,1126,2,2
272,1127,2,2
272,1128,2,2
272,1129,2,2
272,1130,2,2
272,1131,2,2
272,1132,2,2
272,1133,2,2
272,1134,2,2
272,1135,2,2
34,272,3,2
280,370,2,12
280,1136,2,2
280,1137,2,2
280,1138,2,2
280,1139,2,2
280,1140,2,2
280,1141,2,2
280,1142,2,2
280,1143,2,2
280,1144,2,2
280,1145,2,2
280,1146,2,2
280,1147,2,2
280,1148,2,2
280,1149,2,2
280,1150,2,2
280,1151,2,2
280,1152,2,2
282,370,1,12
282,1153,1,1
282,1154,1,1
282,1155,1,1
282,1156,1,1
282,1157,1,1
282,1158,1,1
282,1159,1,1
282,1160,1,1
282,1161,1,1
282,1162,1,1
282,1163,1,1
282,1164,1,1
282,1165,1,1
282,1166,1,1
282,1167,1,1
282,1168,1,1
282,1169,1,19
286,370,2,12
286,1170,2,2
286,1171,2,2
286,1172,2,2
286,1173,2,2
286,1174,2,2
286,1175,2,2
286,1176,2,2
286,1177,2,2
286,1178,2,2
286,1179,2,2
286,1180,2,2
286,1181,2,2
286,1182,2,2
286,1183,2,2
286,1184,2,2
286,1185,2,2
286,1186,2,2
288,370,2,12
288,1187,2,2
288,1188,2,2
288,1189,2,2
288,1190,2,2
288,1191,2,2
288,1192,2,2
288,1193,2,2
288,1194,2,2
288,1195,2,2
288,1196,2,2
288,1197,2,2
288,1198,2,2
288,1199,2,2
288,1200,2,2
288,1201,2,2
288,1202,2,2
288,1203,2,2
291,639,2,10
291,1204,2,2
291,1205,2,2
291,1206,2,2
291,1207,2,2
291,1208,2,2
291,1209,2,2
291,1210,2,2
291,1211,2,2
291,1212,2,2
291,1213,2,2
291,1214,2,2
291,1215,2,2
291,1216,2,2
291,1217,2,2
291,1218,2,2
291,1219,2,2
291,1220,2,2
303,370,1,12
303,1221,1,1
303,1222,1,1
303,1223,1,1
303,1224,1,1
303,1225,1,1
303,1226,1,1
303,1227,1,1
303,1228,1,1
303,1229,1,1
303,1230,1,1
303,1231,1,1
303,1232,1,1
303,1233,1,1
303,1234,1,1
303,1235,1,1
303,1236,1,1
34,303,3,1
305,370,3,12
305,1237,3,3
305,1238,3,3
305,1239,3,3
305,1240,3,3
305,1241,3,3
305,1242,3,3
305,1243,3,3
305,1244,3,3
305,1245,3,3
305,1246,3,3
305,1247,3,3
305,1248,3,3
305,1249,3,3
305,1250,3,3
305,1251,3,3
305,1252,3,3
34,305,3,3
311,370,12,12
311,1253,12,12
311,1254,12,12
311,1255,12,12
311,1256,12,12
311,1257,12,12
311,1258,12,12
311,1259,12,12
311,1260,12,12
311,1261,12,12
311,1262,12,12
311,1263,12,12
311,1264,12,12
311,1265,12,12
311,1266,12,12
34,311,3,12
316,370,1,12
316,1267,1,19
316,1268,1,19
316,1269,1,1
316,1270,1,1
316,1271,1,1
316,1272,1,1
316,1273,1,1
316,1274,1,1
316,1275,1,1
316,1276,1,1
316,1277,1,1
316,1278,1,1
316,1279,1,1
316,1280,1,1
316,1281,1,1
316,1282,1,1
316,1283,1,2
322,323,2,2
35,322,1,2
39,322,2,2
40,322,2,2
41,322,2,2
332,370,2,12
332,1284,2,2
332,1285,2,2
332,1286,2,2
332,1287,2,2
332,1288,2,2
332,1289,2,2
332,1290,2,2
332,1291,2,2
332,1292,2,2
332,1293,2,2
332,1294,2,2
332,1295,2,2
332,1296,2,2
332,1297,2,2
34,332,3,2
343,639,2,10
343,1298,2,2
343,1299,2,2
343,1300,2,2
343,1301,2,2
343,1302,2,2
343,1303,2,2
343,1304,2,2
343,1305,2,2
343,1306,2,2
343,1307,2,2
343,1308,2,2
343,1309,2,2
343,1310,2,2
343,1311,2,2
343,1312,2,2
343,1313,2,2
343,1314,2,2
348,370,15,12
348,1315,15,15
348,1316,15,15
348,1317,15,15
348,1318,15,15
348,1319,15,15
348,1320,15,15
348,1321,15,15
348,1322,15,15
348,1323,15,15
348,1324,15,15
348,1325,15,15
348,1326,15,15
348,1327,15,15
348,1328,15,15
348,1329,15,15
348,1330,15,15
348,1331,15,19
366,639,1,10
366,1332,1,1
366,1333,1,1
366,1334,1,1
366,1335,1,1
366,1336,1,1
366,1337,1,1
366,1338,1,1
366,1339,1,1
366,1340,1,1
366,1341,1,1
366,1342,1,1
366,1343,1,1
366,1344,1,1
366,1345,1,1
366,1346,1,1
366,1347,1,1
366,1348,1,1
388,639,10,10
388,1349,10,10
388,1350,10,10
388,1351,10,10
388,1352,10,10
388,1353,10,10
388,1354,10,10
388,1355,10,10
388,1356,10,10
388,1357,10,10
388,1358,10,10
388,1359,10,10
388,1360,10,10
388,1361,10,10
388,1362,10,10
388,1363,10,10
388,1364,10,10
388,1365,10,10
226,370,2,12
226,1366,2,2
226,1367,2,2
226,1368,2,2
226,1369,2,2
226,1370,2,2
226,1371,2,2
226,1372,2,2
226,1373,2,2
226,1374,2,2
226,1375,2,2
226,1376,2,2
226,1377,2,2
226,1378,2,2
226,1379,2,2
226,1380,2,2
226,1381,2,2
34,226,3,2
258,639,1,10
258,1382,1,1
258,1383,1,1
258,1384,1,1
258,1385,1,1
258,1386,1,1
258,1387,1,1
258,1388,1,1
258,1389,1,1
258,1390,1,1
258,1391,1,1
258,1392,1,1
258,1393,1,1
258,1394,1,1
258,1395,1,1
258,1396,1,1
258,1397,1,1
258,1398,1,1
301,370,12,12
301,1399,12,12
301,1400,12,12
301,1401,12,12
301,1402,12,12
301,1403,12,12
301,1404,12,12
301,1405,12,12
301,1406,12,12
301,1407,12,12
301,1408,12,12
301,1409,12,12
301,1410,12,12
301,1411,12,12
301,1412,12,12
301,1413,12,12
301,1414,12,12
301,1415,12,12
304,370,12,12
304,1416,12,12
304,1417,12,12
304,1418,12,12
304,1419,12,12
304,1420,12,12
304,1421,12,12
304,1422,12,12
304,1423,12,12
304,1424,12,12
304,1425,12,12
304,1426,12,12
304,1427,12,12
304,1428,12,12
304,1429,12,12
304,1430,12,12
304,1431,12,12
304,1432,12,12
306,639,1,10
306,1433,1,1
306,1434,1,1
306,1435,1,1
306,1436,1,1
306,1437,1,1
306,1438,1,1
306,1439,1,1
306,1440,1,1
306,1441,1,1
306,1442,1,1
306,1443,1,1
306,1444,1,1
306,1445,1,1
306,1446,1,1
306,1447,1,1
306,1448,1,1
306,1449,1,1
310,474,3,9
310,1450,3,3
310,1451,3,3
310,1452,3,3
310,1453,3,3
310,1454,3,3
310,1455,3,3
310,1456,3,3
310,1457,3,3
310,1458,3,3
310,1459,3,3
310,1460,3,3
310,1461,3,3
310,1462,3,3
310,1463,3,3
310,1464,3,3
310,1465,3,3
34,310,3,3
321,474,9,9
321,1466,9,9
321,1467,9,9
321,1468,9,9
321,1469,9,9
321,1470,9,9
321,1471,9,9
321,1472,9,9
321,1473,9,9
321,1474,9,9
321,1475,9,9
321,1476,9,9
321,1477,9,9
321,1478,9,13
321,1479,9,13
321,1480,9,9
321,1481,9,9
321,1482,9,9
339,370,1,12
339,1483,1,1
339,1484,1,1
339,1485,1,1
339,1486,1,1
339,1487,1,1
339,1488,1,1
339,1489,1,1
339,1490,1,1
339,1491,1,1
339,1492,1,1
339,1493,1,1
339,1494,1,1
339,1495,1,1
339,1496,1,1
339,1497,1,1
339,1498,1,1
34,339,3,1
345,639,16,10
345,1499,16,16
345,1500,16,16
345,1501,16,16
345,1502,16,16
345,1503,16,16
345,1504,16,16
345,1505,16,16
345,1506,16,16
345,1507,16,16
345,1508,16,16
345,1509,16,16
345,1510,16,16
345,1511,16,16
345,1512,16,16
345,1513,16,16
345,1514,16,16
345,1515,16,16
364,370,12,12
364,1516,12,12
364,1517,12,12
364,1518,12,12
364,1519,12,12
364,1520,12,12
364,1521,12,12
364,1522,12,12
364,1523,12,12
364,1524,12,12
364,1525,12,12
364,1526,12,12
364,1527,12,12
364,1528,12,12
364,1529,12,12
364,1530,12,12
364,1531,12,12
364,1532,12,12
389,639,1,10
389,1533,1,1
389,1534,1,1
389,1535,1,1
389,1536,1,1
389,1537,1,1
389,1538,1,1
389,1539,1,1
389,1540,1,1
389,1541,1,20
389,1542,1,20
389,1543,1,1
389,1544,1,1
389,1545,1,1
389,1546,1,1
389,1547,1,1
389,1548,1,1
389,1549,1,1
370,398,12,12
398,1550,12,12
398,1551,12,12
398,1552,12,12
398,1553,12,12
398,1554,12,12
398,1555,12,12
398,1556,12,12
398,1557,12,12
398,1558,12,12
398,1559,12,12
398,1560,12,12
398,1561,12,12
398,1562,12,12
398,1563,12,12
398,1564,12,12
398,1565,12,12
398,1566,12,12
400,1567,5,5
400,1568,5,5
400,1569,5,5
400,1570,5,5
400,517,5,5
400,1571,5,5
400,1572,5,5
413,1573,5,5
413,1574,5,5
413,1575,5,5
413,1576,5,5
413,1577,5,5
413,1578,5,5
417,1579,5,5
417,1580,5,5
417,1581,5,5
417,1572,5,5
420,1582,5,5
420,1583,5,5
420,1584,5,5
420,1585,5,5
420,1586,5,5
420,1578,5,5
427,1587,5,5
427,1588,5,5
427,1589,5,5
427,1590,5,5
427,1591,5,5
427,1592,5,5
427,1593,5,5
427,1578,5,5
429,1594,5,5
429,1595,5,5
429,1596,5,5
429,1572,5,5
432,1587,5,5
432,1597,5,5
432,1598,5,5
432,1599,5,5
432,1600,5,5
432,1578,5,5
434,1573,5,5
434,1601,5,5
434,1602,5,5
434,1603,5,5
434,1604,5,5
434,534,5,5
434,1578,5,5
441,1605,5,5
441,1606,5,5
441,1607,5,5
441,1608,5,5
441,1609,5,5
441,1578,5,5
447,1610,5,5
447,542,5,5
447,1572,5,5
449,1587,5,5
449,1611,5,5
449,1612,5,5
449,1613,5,5
449,1614,5,5
449,1615,5,5
449,1616,5,5
449,1578,5,5
454,1573,5,5
454,1617,5,5
454,1618,5,5
454,1619,5,5
454,1620,5,5
454,1578,5,5
460,1594,5,5
460,1621,5,5
460,547,5,5
460,1622,5,5
460,1572,5,5
465,1573,5,5
465,1623,5,5
465,1624,5,5
465,1625,5,5
465,1626,5,5
465,1578,5,5
492,560,5,5
150,492,5,5
151,492,5,5
152,492,5,5
493,494,5,5
150,493,5,5
151,493,5,5
152,493,5,5
494,1605,5,5
494,1627,5,5
494,1628,5,5
494,1629,5,5
494,1630,5,5
494,1578,5,5
496,562,5,5
150,496,5,5
151,496,5,5
152,496,5,5
499,1631,5,5
499,1632,5,5
499,1633,5,5
499,561,5,5
499,1572,5,5
501,502,5,5
150,501,5,5
151,501,5,5
152,501,5,5
502,1605,5,5
502,1634,5,5
502,1635,5,5
502,1636,5,5
502,1637,5,5
502,1578,5,5
504,1638,5,5
504,1639,5,5
150,504,5,5
151,504,5,5
152,504,5,5
506,507,5,5
150,506,5,5
151,506,5,5
152,506,5,5
507,1573,5,5
507,1640,5,5
507,1641,5,5
507,1642,5,5
507,1643,5,5
507,1578,5,5
509,1644,5,5
509,510,5,5
150,509,5,5
151,509,5,5
152,509,5,5
510,1579,5,5
510,1645,5,5
510,1646,5,5
510,1644,5,5
510,1572,5,5
512,1647,5,5
512,1648,5,5
150,512,5,5
151,512,5,5
152,512,5,5
514,1649,5,5
514,1650,5,5
150,514,5,5
151,514,5,5
152,514,5,5
515,571,5,5
150,515,5,5
151,515,5,5
152,515,5,5
149,517,5,5
150,517,5,5
151,517,5,5
152,517,5,5
518,1651,5,5
518,1652,5,5
518,1653,5,5
518,1572,5,5
519,520,5,5
149,519,5,5
150,519,5,5
151,519,5,5
152,519,5,5
520,1573,5,5
520,1654,5,5
520,1655,5,5
520,1656,5,5
520,1657,5,5
520,1578,5,5
521,522,5,5
149,521,5,5
150,521,5,5
151,521,5,5
152,521,5,5
522,1594,5,5
522,1658,5,5
522,1659,5,5
522,1572,5,5
523,1660,5,5
523,1661,5,5
523,1662,5,5
523,1663,5,5
523,1664,5,5
523,1578,5,5
524,525,5,5
149,524,5,5
150,524,5,5
151,524,5,5
152,524,5,5
526,1651,5,5
526,1665,5,5
526,1666,5,5
526,1572,5,5
527,528,5,5
149,527,5,5
150,527,5,5
151,527,5,5
152,527,5,5
528,1573,5,5
528,1667,5,5
528,1668,5,5
528,1669,5,5
528,1670,5,5
528,1578,5,5
529,530,5,5
149,529,5,5
150,529,5,5
151,529,5,5
152,529,5,5
530,1610,5,5
530,1671,5,5
530,1672,5,5
530,1572,5,5
531,532,5,5
149,531,5,5
150,531,5,5
151,531,5,5
152,531,5,5
532,1673,5,5
532,1674,5,5
532,1675,5,5
532,1676,5,5
532,1677,5,5
532,1572,5,5
533,1573,5,5
533,1678,5,5
533,1679,5,5
533,1680,5,5
533,1681,5,5
533,1578,5,5
149,534,5,5
150,534,5,5
151,534,5,5
152,534,5,5
437,535,5,5
149,535,5,5
150,535,5,5
151,535,5,5
152,535,5,5
536,1582,5,5
536,1682,5,5
536,1683,5,5
536,1684,5,5
536,1685,5,5
536,1578,5,5
539,540,5,5
149,539,5,5
150,539,5,5
151,539,5,5
152,539,5,5
540,1660,5,5
540,1686,5,5
540,1687,5,5
540,1688,5,5
540,1689,5,5
540,1578,5,5
541,1690,5,5
541,1691,5,5
541,1692,5,5
541,1572,5,5
149,542,5,5
150,542,5,5
151,542,5,5
152,542,5,5
544,545,5,5
149,544,5,5
150,544,5,5
151,544,5,5
152,544,5,5
545,1567,5,5
545,1693,5,5
545,1694,5,5
545,1695,5,5
545,1696,5,5
545,1572,5,5
546,1690,5,5
546,1697,5,5
546,1698,5,5
546,1572,5,5
149,547,5,5
150,547,5,5
151,547,5,5
152,547,5,5
548,549,5,5
149,548,5,5
150,548,5,5
151,548,5,5
152,548,5,5
549,1573,5,5
549,1699,5,5
549,1700,5,5
549,1701,5,5
549,1702,5,5
549,1578,5,5
550,551,5,5
149,550,5,5
150,550,5,5
151,550,5,5
152,550,5,5
551,1660,5,5
551,1703,5,5
551,1704,5,5
551,1705,5,5
551,1706,5,5
551,1578,5,5
552,553,5,5
149,552,5,5
150,552,5,5
151,552,5,5
152,552,5,5
553,1651,5,5
553,1707,5,5
553,1708,5,5
553,1572,5,5
554,555,5,5
149,554,5,5
150,554,5,5
151,554,5,5
152,554,5,5
555,1582,5,5
555,1709,5,5
555,1710,5,5
555,1711,5,5
555,1712,5,5
555,1578,5,5
556,557,5,5
149,556,5,5
150,556,5,5
151,556,5,5
152,556,5,5
557,1579,5,5
557,1713,5,5
557,1714,5,5
557,1572,5,5
558,1587,5,5
558,1715,5,5
558,1716,5,5
558,1717,5,5
558,1718,5,5
558,1719,5,5
558,1720,5,5
558,1578,5,5
560,1721,5,5
560,1722,5,5
560,1723,5,5
560,1572,5,5
149,561,5,5
150,561,5,5
151,561,5,5
152,561,5,5
562,1573,5,5
