source,target,community_source,community_target
562,1724,5,5
562,1725,5,5
562,1726,5,5
562,1727,5,5
562,1578,5,5
563,564,5,5
149,563,5,5
150,563,5,5
151,563,5,5
152,563,5,5
564,1631,5,5
564,1728,5,5
564,1729,5,5
564,1572,5,5
565,566,5,5
149,565,5,5
150,565,5,5
151,565,5,5
152,565,5,5
566,1587,5,5
566,1730,5,5
566,1731,5,5
566,1732,5,5
566,1733,5,5
566,1734,5,5
566,1735,5,5
566,1578,5,5
567,568,5,5
149,567,5,5
150,567,5,5
151,567,5,5
152,567,5,5
568,1573,5,5
568,1736,5,5
568,1737,5,5
568,1738,5,5
568,1739,5,5
568,1578,5,5
569,570,5,5
149,569,5,5
150,569,5,5
151,569,5,5
152,569,5,5
570,1573,5,5
570,1740,5,5
570,1741,5,5
570,1742,5,5
570,1743,5,5
570,1578,5,5
571,1582,5,5
571,1744,5,5
571,1745,5,5
571,1746,5,5
571,1747,5,5
571,1578,5,5
122,1748,1,1
122,1749,1,1
122,1750,1,1
122,1751,1,1
122,1752,1,1
122,1753,1,1
122,1754,1,1
122,1755,1,1
122,1756,1,1
34,122,3,1
251,1757,1,1
251,1758,1,1
251,1759,1,1
251,1760,1,1
251,1761,1,1
251,1762,1,1
34,251,3,1
256,1763,1,19
34,256,3,1
258,1764,1,1
258,1765,1,1
258,1766,1,1
258,1767,1,1
258,1768,1,1
34,258,3,1
282,1769,1,19
34,282,3,1
297,1770,14,14
297,1771,14,14
297,1772,14,14
297,1773,14,14
306,1774,1,1
306,1775,1,1
306,1776,1,1
306,1777,1,1
306,1778,1,1
34,306,3,1
316,1779,1,2
316,1780,1,1
316,1781,1,1
34,316,3,1
321,1782,9,9
321,1783,9,9
321,1784,9,9
321,1785,9,9
321,1786,9,9
34,321,3,9
345,1787,16,16
345,1788,16,16
345,1789,16,16
345,1790,16,16
345,1791,16,16
345,1792,16,16
345,1793,16,16
345,1794,16,16
345,1795,16,16
34,345,3,16
366,1796,1,1
366,1797,1,1
366,1798,1,1
366,1799,1,1
366,1800,1,1
366,1801,1,1
366,1802,1,1
34,366,3,1
389,1803,1,1
389,1804,1,1
389,1805,1,1
389,1806,1,1
389,1807,1,1
34,389,3,1
1022,1023,0,0
35,1022,1,0
1024,1025,0,0
35,1025,1,0
1026,1027,0,0
35,1027,1,0
5,1027,0,0
1027,1808,0,0
7,1027,0,0
1028,1029,0,0
35,1028,1,0
1030,1031,0,0
35,1031,1,0
1032,1033,0,0
35,1033,1,0
1035,1036,1,1
35,1035,1,1
35,1036,1,1
1037,1038,1,1
35,1037,1,1
35,1038,1,1
1039,1040,1,1
35,1039,1,1
35,1040,1,1
1041,1042,1,1
35,1041,1,1
1041,1809,1,1
1041,1810,1,1
1041,1811,1,1
35,1042,1,1
1042,1809,1,1
1042,1810,1,1
1042,1811,1,1
1043,1044,1,1
35,1043,1,1
35,1044,1,1
1045,1048,1,1
35,1045,1,1
1046,1047,1,1
35,1046,1,1
35,1047,1,1
35,1048,1,1
1049,1050,1,1
35,1049,1,1
35,1050,1,1
1051,1748,1,1
35,1051,1,1
1086,1087,1,1
35,1086,1,1
35,1087,1,1
1088,1812,1,1
35,1088,1,1
1089,1090,1,1
35,1089,1,1
35,1090,1,1
1091,1092,1,1
35,1091,1,1
35,1092,1,1
1093,1094,1,1
35,1093,1,1
35,1094,1,1
1095,1096,1,1
35,1095,1,1
35,1096,1,1
1097,1098,1,1
35,1097,1,1
35,1098,1,1
1099,1100,1,1
1099,1813,1,1
1100,1813,1,1
1101,1102,1,1
35,1101,1,1
35,1102,1,1
1103,1104,1,1
35,1103,1,1
35,1104,1,1
1105,1106,1,1
35,1105,1,1
35,1106,1,1
1107,1108,1,1
35,1107,1,1
35,1108,1,1
1109,1110,1,1
35,1109,1,1
35,1110,1,1
1111,1112,1,1
35,1111,1,1
35,1112,1,1
1113,1114,1,1
35,1113,1,1
35,1114,1,1
1115,1116,1,1
35,1115,1,1
35,1116,1,1
1117,1118,1,1
35,1117,1,1
35,1118,1,1
1119,1763,19,19
35,1119,1,19
749,1119,19,19
750,1119,19,19
751,1119,19,19
1153,1154,1,1
35,1153,1,1
35,1154,1,1
1155,1157,1,1
35,1155,1,1
1156,1158,1,1
35,1156,1,1
35,1157,1,1
35,1158,1,1
1159,1160,1,1
35,1159,1,1
35,1160,1,1
1161,1162,1,1
35,1161,1,1
35,1162,1,1
1163,1164,1,1
35,1163,1,1
35,1164,1,1
1165,1166,1,1
35,1165,1,1
35,1166,1,1
1167,1168,1,1
35,1167,1,1
35,1168,1,1
1169,1769,19,19
35,1169,1,19
749,1169,19,19
750,1169,19,19
751,1169,19,19
1221,1222,1,1
35,1221,1,1
35,1222,1,1
1223,1224,1,1
35,1223,1,1
35,1224,1,1
1225,1226,1,1
35,1225,1,1
35,1226,1,1
1227,1228,1,1
35,1227,1,1
35,1228,1,1
1229,1230,1,1
35,1229,1,1
35,1230,1,1
1231,1232,1,1
35,1231,1,1
35,1232,1,1
1233,1234,1,1
35,1233,1,1
35,1234,1,1
1235,1236,1,1
35,1235,1,1
35,1236,1,1
1237,1238,3,3
35,1238,1,3
1239,1240,3,3
35,1240,1,3
1245,1246,3,3
35,1245,1,3
35,1246,1,3
1249,1250,3,3
35,1250,1,3
1251,1252,3,3
35,1251,1,3
1253,1254,12,12
1253,1814,12,12
1254,1814,12,12
1255,1256,12,12
35,1255,1,12
35,1256,1,12
1257,1258,12,12
35,1258,1,12
1259,1260,12,12
35,1259,1,12
35,1260,1,12
1261,1262,12,12
35,1261,1,12
1263,1264,12,12
35,1263,1,12
35,1264,1,12
1265,1266,12,12
35,1266,1,12
1267,1268,19,19
35,1267,1,19
749,1267,19,19
750,1267,19,19
751,1267,19,19
35,1268,1,19
749,1268,19,19
750,1268,19,19
751,1268,19,19
1269,1270,1,1
35,1269,1,1
35,1270,1,1
1271,1272,1,1
35,1271,1,1
35,1272,1,1
1273,1274,1,1
1273,1815,1,1
1274,1815,1,1
1275,1276,1,1
35,1275,1,1
35,1276,1,1
1277,1278,1,1
35,1277,1,1
35,1278,1,1
1279,1280,1,1
35,1279,1,1
1279,1816,1,1
1279,1817,1,1
1279,1818,1,1
35,1280,1,1
1280,1816,1,1
1280,1817,1,1
1280,1818,1,1
1281,1282,1,1
35,1281,1,1
35,1282,1,1
1283,1779,2,2
35,1283,1,2
38,1283,2,2
39,1283,2,2
40,1283,2,2
41,1283,2,2
1315,1316,15,15
35,1316,1,15
1317,1318,15,15
35,1317,1,15
1319,1320,15,15
35,1319,1,15
1321,1322,15,15
1321,1819,15,15
1323,1324,15,15
35,1324,1,15
1325,1326,15,15
35,1326,1,15
1327,1328,15,15
35,1327,1,15
1329,1330,15,15
35,1329,1,15
1331,1820,19,19
35,1331,1,19
749,1331,19,19
750,1331,19,19
751,1331,19,19
1332,1333,1,1
35,1332,1,1
35,1333,1,1
1334,1335,1,1
35,1334,1,1
35,1335,1,1
1336,1337,1,1
35,1336,1,1
35,1337,1,1
1338,1339,1,1
35,1338,1,1
35,1339,1,1
1340,1341,1,1
35,1340,1,1
35,1341,1,1
1342,1343,1,1
35,1342,1,1
35,1343,1,1
1344,1345,1,1
35,1344,1,1
35,1345,1,1
1346,1347,1,1
35,1346,1,1
35,1347,1,1
1348,1796,1,1
35,1348,1,1
1382,1383,1,1
35,1382,1,1
35,1383,1,1
1384,1385,1,1
35,1384,1,1
35,1385,1,1
1386,1387,1,1
35,1386,1,1
35,1387,1,1
1388,1389,1,1
35,1388,1,1
35,1389,1,1
1390,1391,1,1
35,1390,1,1
1392,1393,1,1
35,1392,1,1
35,1393,1,1
1394,1395,1,1
35,1394,1,1
35,1395,1,1
1396,1397,1,1
35,1396,1,1
35,1397,1,1
1398,1764,1,1
35,1398,1,1
1433,1434,1,1
35,1433,1,1
35,1434,1,1
1435,1436,1,1
35,1435,1,1
35,1436,1,1
1437,1438,1,1
35,1437,1,1
35,1438,1,1
1439,1440,1,1
35,1439,1,1
35,1440,1,1
1441,1442,1,1
35,1441,1,1
1443,1444,1,1
35,1443,1,1
35,1444,1,1
1445,1446,1,1
35,1445,1,1
35,1446,1,1
1447,1449,1,1
35,1447,1,1
1448,1774,1,1
35,1448,1,1
35,1449,1,1
1466,1467,9,9
35,1466,1,9
35,1467,1,9
1468,1469,9,9
35,1468,1,9
35,1469,1,9
1470,1471,9,9
35,1470,1,9
35,1471,1,9
1472,1473,9,9
35,1472,1,9
35,1473,1,9
1474,1475,9,9
35,1474,1,9
35,1475,1,9
1476,1477,9,9
35,1476,1,9
35,1477,1,9
1478,1479,13,13
35,1478,1,13
1478,1821,13,13
1478,1822,13,13
1478,1823,13,13
1478,1824,13,13
35,1479,1,13
1479,1821,13,13
1479,1822,13,13
1479,1823,13,13
1479,1824,13,13
1480,1481,9,9
35,1480,1,9
35,1481,1,9
1482,1782,9,9
35,1482,1,9
1483,1484,1,1
35,1483,1,1
35,1484,1,1
1485,1486,1,1
35,1485,1,1
35,1486,1,1
1487,1488,1,1
35,1487,1,1
35,1488,1,1
1489,1490,1,1
35,1489,1,1
35,1490,1,1
1491,1492,1,1
35,1491,1,1
35,1492,1,1
1493,1494,1,1
35,1493,1,1
35,1494,1,1
1495,1496,1,1
35,1495,1,1
35,1496,1,1
1497,1498,1,1
35,1497,1,1
35,1498,1,1
1499,1500,16,16
35,1499,1,16
35,1500,1,16
1501,1502,16,16
35,1501,1,16
35,1502,1,16
1503,1504,16,16
35,1503,1,16
35,1504,1,16
1505,1506,16,16
35,1505,1,16
35,1506,1,16
1507,1508,16,16
35,1507,1,16
35,1508,1,16
1509,1510,16,16
35,1509,1,16
35,1510,1,16
1511,1512,16,16
35,1511,1,16
35,1512,1,16
1513,1515,16,16
35,1513,1,16
1514,1787,16,16
35,1514,1,16
35,1515,1,16
1533,1534,1,1
35,1533,1,1
35,1534,1,1
1535,1536,1,1
35,1535,1,1
35,1536,1,1
1537,1538,1,1
35,1537,1,1
35,1538,1,1
1539,1540,1,1
35,1539,1,1
35,1540,1,1
1541,1542,20,20
1541,1825,20,20
1541,1826,20,20
1541,1827,20,20
35,1542,1,20
1542,1825,20,20
1542,1826,20,20
1542,1827,20,20
1543,1544,1,1
35,1543,1,1
35,1544,1,1
1545,1546,1,1
35,1545,1,1
35,1546,1,1
1547,1548,1,1
35,1547,1,1
35,1548,1,1
1549,1803,1,1
35,1549,1,1
120,1023,0,0
348,1315,15,15
1825,1828,20,20
1825,1829,20,20
1825,1831,20,20
1825,1832,20,20
1825,1834,20,20
1825,1835,20,20
1825,1836,20,20
1825,1837,20,20
1825,1838,20,20
1825,1839,20,20
1825,1841,20,20
1825,1842,20,20
1825,1843,20,20
1825,1844,20,20
1825,1845,20,20
1825,1846,20,20
1825,1847,20,20
1825,1848,20,20
1825,1850,20,20
1825,1851,20,20
1829,1830,20,20
1832,1833,20,20
1839,1840,20,20
1848,1849,20,20
1825,1852,20,20
1825,1853,20,20
1825,1854,20,20
1825,1855,20,20
1825,1856,20,20
1825,1857,20,20
1825,1858,20,20
1825,1860,20,20
1825,1861,20,20
1825,1862,20,20
1825,1863,20,20
1825,1864,20,20
1825,1865,20,20
1825,1866,20,20
1825,1868,20,20
1825,1869,20,20
1825,1871,20,20
1825,1872,20,20
1825,1874,20,20
1825,1875,20,20
1858,1859,20,20
1866,1867,20,20
1869,1870,20,20
1872,1873,20,20
1825,1876,20,20
1825,1877,20,20
1825,1878,20,20
1825,1879,20,20
1825,1880,20,20
1825,1881,20,20
1825,1882,20,20
1825,1884,20,20
1825,1885,20,20
1825,1886,20,20
1825,1888,20,20
1825,1889,20,20
1825,1890,20,20
1825,1891,20,20
1825,1892,20,20
1825,1893,20,20
1825,1894,20,20
1825,1895,20,20
1825,1896,20,20
1825,1897,20,20
1882,1883,20,20
1886,1887,20,20
1825,1898,20,20
1825,1899,20,20
1825,1900,20,20
1825,1901,20,20
1825,1902,20,20
1825,1903,20,20
1825,1904,20,20
1825,1905,20,20
1825,1906,20,20
1825,1908,20,20
1825,1909,20,20
1825,1910,20,20
1825,1912,20,20
1825,1914,20,20
1825,1915,20,20
1825,1916,20,20
1825,1918,20,20
1825,1919,20,20
1825,1920,20,20
1825,1921,20,20
1828,1922,20,20
1828,1923,20,20
1826,1828,20,20
1827,1828,20,20
1829,1831,20,20
1829,1830,20,20
1829,1924,20,20
1829,1925,20,20
1827,1829,20,20
1830,1831,20,20
1831,1924,20,20
1831,1925,20,20
1827,1831,20,20
1832,1834,20,20
1832,1833,20,20
1832,1926,20,20
1832,1927,20,20
1832,1928,20,20
1833,1834,20,20
1834,1926,20,20
1834,1927,20,20
1834,1928,20,20
1835,1836,20,20
1835,1929,20,20
1835,1927,20,20
1835,1930,20,20
1836,1929,20,20
1836,1927,20,20
1836,1930,20,20
1837,1838,20,20
1837,1931,20,20
1826,1837,20,20
1827,1837,20,20
1838,1931,20,20
1826,1838,20,20
1827,1838,20,20
1839,1841,20,20
1839,1840,20,20
1826,1839,20,20
1827,1839,20,20
1840,1841,20,20
1826,1841,20,20
1827,1841,20,20
1842,1932,20,20
1842,1933,20,20
1842,1927,20,20
1842,1930,20,20
1843,1844,20,20
1843,1934,20,20
1843,1935,20,20
1827,1843,20,20
1844,1934,20,20
1844,1935,20,20
1827,1844,20,20
1845,1846,20,20
1845,1936,20,20
1845,1937,20,20
1845,1938,20,20
1845,1939,20,20
1845,1940,20,20
1846,1936,20,20
1846,1937,20,20
1846,1938,20,20
1846,1939,20,20
1846,1940,20,20
1847,1848,20,20
1847,1849,20,20
1847,1939,20,20
1847,1940,20,20
1848,1849,20,20
1848,1939,20,20
1848,1940,20,20
1850,1941,20,20
1850,1942,20,20
1826,1850,20,20
1850,1943,20,20
1851,1944,20,20
1851,1945,20,20
1851,1927,20,20
1851,1930,20,20
1852,1856,20,20
1852,1946,20,20
1852,1947,20,20
1852,1948,20,20
1852,1949,20,20
1826,1852,20,20
1852,1950,20,20
1852,1943,20,20
1853,1857,20,20
1853,1951,20,20
1853,1952,20,20
1853,1927,20,20
1853,1930,20,20
1854,1953,20,20
1854,1954,20,20
1854,1955,20,20
1826,1854,20,20
1827,1854,20,20
1855,1956,20,20
1855,1957,20,20
1855,1958,20,20
1855,1948,20,20
1855,1949,20,20
1826,1855,20,20
1855,1950,20,20
1855,1943,20,20
1856,1946,20,20
1856,1947,20,20
1856,1948,20,20
1856,1949,20,20
1826,1856,20,20
1856,1950,20,20
1856,1943,20,20
1857,1951,20,20
1857,1927,20,20
1857,1930,20,20
1858,1959,20,20
1858,1859,20,20
1826,1858,20,20
1827,1858,20,20
1860,1861,20,20
1860,1960,20,20
1860,1927,20,20
1860,1930,20,20
1861,1960,20,20
1861,1927,20,20
1861,1930,20,20
1862,1863,20,20
1862,1961,20,20
1826,1862,20,20
1862,1962,20,20
1863,1961,20,20
1826,1863,20,20
1863,1962,20,20
1864,1963,20,20
1864,1964,20,20
1864,1955,20,20
1864,1925,20,20
1864,1943,20,20
1865,1866,20,20
1865,1867,20,20
1826,1865,20,20
1827,1865,20,20
1866,1867,20,20
1826,1866,20,20
1827,1866,20,20
1868,1869,20,20
1868,1870,20,20
1826,1868,20,20
1827,1868,20,20
1869,1870,20,20
1826,1869,20,20
1827,1869,20,20
1871,1872,20,20
1871,1873,20,20
1826,1871,20,20
1827,1871,20,20
1872,1873,20,20
1826,1872,20,20
1827,1872,20,20
1874,1875,20,20
1874,1965,20,20
1874,1939,20,20
1874,1940,20,20
1875,1965,20,20
1875,1939,20,20
1875,1940,20,20
1876,1877,20,20
1876,1966,20,20
1876,1935,20,20
1827,1876,20,20
1877,1966,20,20
1877,1935,20,20
1827,1877,20,20
1878,1879,20,20
1878,1967,20,20
1826,1878,20,20
1878,1962,20,20
1879,1967,20,20
1826,1879,20,20
1879,1962,20,20
1880,1881,20,20
1880,1968,20,20
1880,1969,20,20
1880,1927,20,20
1880,1930,20,20
1881,1968,20,20
1881,1969,20,20
1881,1927,20,20
1881,1930,20,20
1882,1884,20,20
1882,1883,20,20
1882,1927,20,20
1882,1930,20,20
1883,1884,20,20
1884,1927,20,20
1884,1930,20,20
1885,1886,20,20
1885,1887,20,20
1885,1927,20,20
1885,1930,20,20
1886,1887,20,20
1886,1927,20,20
1886,1930,20,20
1888,1889,20,20
1888,1970,20,20
1888,1939,20,20
1888,1940,20,20
1889,1970,20,20
1889,1939,20,20
1889,1940,20,20
1890,1891,20,20
1890,1971,20,20
1890,1972,20,20
1890,1973,20,20
1827,1890,20,20
1891,1971,20,20
1891,1973,20,20
1827,1891,20,20
1892,1895,20,20
1892,1974,20,20
1892,1973,20,20
1827,1892,20,20
1893,1894,20,20
1893,1975,20,20
1893,1935,20,20
1827,1893,20,20
1894,1975,20,20
1894,1935,20,20
1827,1894,20,20
1895,1974,20,20
1895,1973,20,20
1827,1895,20,20
1896,1897,20,20
1896,1976,20,20
1896,1927,20,20
1896,1930,20,20
1897,1976,20,20
1897,1927,20,20
1897,1930,20,20
1859,1903,20,20
1906,1907,20,20
1910,1911,20,20
1912,1913,20,20
1916,1917,20,20
1936,1937,20,20
1936,1938,20,20
1821,1977,13,13
1821,1979,13,13
1821,1980,13,13
1821,1981,13,13
1821,1982,13,13
1821,1983,13,13
1821,1984,13,13
1821,1985,13,13
1821,1986,13,13
1821,1987,13,13
1821,1988,13,13
1821,1990,13,13
1821,1991,13,13
1821,1992,13,13
1821,1994,13,13
1821,1995,13,13
1821,1996,13,13
1821,1998,13,13
1821,1999,13,13
1821,2000,13,13
1977,1978,13,13
1988,1989,13,13
1992,1993,13,13
1996,1997,13,13
1821,2001,13,13
1821,2003,13,13
1821,2004,13,13
1821,2005,13,13
1821,2006,13,13
1821,2007,13,13
1821,2009,13,13
1821,2010,13,13
1821,2011,13,13
1821,2012,13,13
1821,2014,13,13
1821,2015,13,13
1821,2016,13,13
1821,2018,13,13
1821,2020,13,13
1821,2021,13,13
1821,2023,13,13
1821,2024,13,13
2001,2002,13,13
2007,2008,13,13
2012,2013,13,13
2016,2017,13,13
2018,2019,13,13
2021,2022,13,13
593,2024,13,13
1821,2025,13,13
1821,2026,13,13
1821,2027,13,13
1821,2028,13,13
1821,2029,13,13
1821,2030,13,13
1821,2031,13,13
1821,2032,13,13
1821,2033,13,13
1821,2034,13,13
1821,2035,13,13
1821,2036,13,13
1821,2037,13,13
1821,2038,13,13
1821,2039,13,13
1821,2040,13,13
1821,2041,13,13
1821,2042,13,13
1821,2043,13,13
1821,2044,13,13
1821,2045,13,13
1821,2046,13,13
1821,2047,13,13
1821,2048,13,13
1821,2049,13,13
1821,2050,13,13
1821,2051,13,13
1821,2052,13,13
1821,2053,13,13
1821,2054,13,13
1821,2055,13,13
1821,2056,13,13
1821,2057,13,13
1821,2058,13,13
1821,2059,13,13
1821,2060,13,13
1821,2061,13,13
1821,2062,13,13
1821,2063,13,13
1821,2064,13,13
1821,2065,13,13
1821,2066,13,13
1821,2067,13,13
1821,2068,13,13
1821,2069,13,13
1821,2071,13,13
1821,2072,13,13
1821,2074,13,13
1821,2075,13,13
1821,2076,13,13
1821,2077,13,13
1821,2078,13,13
1821,2079,13,13
1821,2080,13,13
1821,2081,13,13
1821,2082,13,13
1821,2084,13,13
1821,2085,13,13
1821,2087,13,13
1821,2088,13,13
1977,1979,13,13
1977,1978,13,13
1822,1977,13,13
1823,1977,13,13
1824,1977,13,13
1978,1979,13,13
1822,1979,13,13
1823,1979,13,13
1824,1979,13,13
1980,1981,13,13
1980,2089,13,13
1822,1980,13,13
1823,1980,13,13
1824,1980,13,13
1981,2089,13,13
1822,1981,13,13
1823,1981,13,13
1824,1981,13,13
1982,1983,13,13
1982,2090,13,13
1822,1982,13,13
1823,1982,13,13
1824,1982,13,13
1983,2090,13,13
1822,1983,13,13
1823,1983,13,13
1824,1983,13,13
1984,1985,13,13
1984,2091,13,13
1822,1984,13,13
1823,1984,13,13
1824,1984,13,13
1985,2091,13,13
1822,1985,13,13
1823,1985,13,13
1824,1985,13,13
1986,2092,13,13
1986,2093,13,13
1822,1986,13,13
1823,1986,13,13
1824,1986,13,13
1987,2094,13,13
1987,2095,13,13
1822,1987,13,13
1823,1987,13,13
1824,1987,13,13
1988,1990,13,13
1988,1989,13,13
1822,1988,13,13
1823,1988,13,13
1824,1988,13,13
1989,1990,13,13
1822,1990,13,13
1823,1990,13,13
1824,1990,13,13
1991,2096,13,13
1991,2097,13,13
1822,1991,13,13
1823,1991,13,13
1824,1991,13,13
1992,1994,13,13
1992,1993,13,13
1992,2098,13,13
1822,1992,13,13
1823,1992,13,13
1824,1992,13,13
1993,1994,13,13
1994,2098,13,13
1822,1994,13,13
1823,1994,13,13
1824,1994,13,13
1995,2099,13,13
1995,2100,13,13
1995,2098,13,13
1822,1995,13,13
1823,1995,13,13
1824,1995,13,13
1996,1998,13,13
1996,1997,13,13
1996,2098,13,13
1822,1996,13,13
1823,1996,13,13
1824,1996,13,13
1997,1998,13,13
1998,2098,13,13
1822,1998,13,13
1823,1998,13,13
1824,1998,13,13
1999,2000,13,13
1999,2101,13,13
1999,2098,13,13
1822,1999,13,13
1823,1999,13,13
1824,1999,13,13
2000,2101,13,13
2000,2098,13,13
1822,2000,13,13
1823,2000,13,13
1824,2000,13,13
2001,2102,13,13
2001,2002,13,13
2001,2098,13,13
1822,2001,13,13
1823,2001,13,13
1824,2001,13,13
2003,2103,13,13
2003,2104,13,13
2003,2098,13,13
1822,2003,13,13
1823,2003,13,13
1824,2003,13,13
2004,2105,13,13
2004,2106,13,13
2004,2098,13,13
1822,2004,13,13
1823,2004,13,13
1824,2004,13,13
2005,2107,13,13
2005,2108,13,13
2005,2098,13,13
1822,2005,13,13
1823,2005,13,13
1824,2005,13,13
2006,2109,13,13
2006,2110,13,13
2006,2111,13,13
1822,2006,13,13
1823,2006,13,13
1824,2006,13,13
2007,2009,13,13
2007,2008,13,13
1822,2007,13,13
1823,2007,13,13
1824,2007,13,13
2008,2009,13,13
1822,2009,13,13
1823,2009,13,13
1824,2009,13,13
2010,2011,13,13
2010,2112,13,13
2010,2113,13,13
1822,2010,13,13
1823,2010,13,13
1824,2010,13,13
2011,2112,13,13
2011,2113,13,13
1822,2011,13,13
1823,2011,13,13
1824,2011,13,13
2012,2014,13,13
2012,2013,13,13
35,2012,1,13
1822,2012,13,13
1823,2012,13,13
1824,2012,13,13
2013,2014,13,13
35,2014,1,13
1822,2014,13,13
1823,2014,13,13
1824,2014,13,13
2015,2016,13,13
2015,2017,13,13
1822,2015,13,13
1823,2015,13,13
1824,2015,13,13
2016,2017,13,13
1822,2016,13,13
1823,2016,13,13
1824,2016,13,13
2018,2023,13,13
2018,2019,13,13
1822,2018,13,13
1823,2018,13,13
1824,2018,13,13
2020,2024,13,13
593,2020,13,13
35,2020,1,13
1822,2020,13,13
1823,2020,13,13
1824,2020,13,13
2021,2026,13,13
2021,2022,13,13
1822,2021,13,13
1823,2021,13,13
1824,2021,13,13
2019,2023,13,13
1822,2023,13,13
1823,2023,13,13
1824,2023,13,13
593,2024,13,13
35,2024,1,13
1822,2024,13,13
1823,2024,13,13
1824,2024,13,13
2025,2029,13,13
2025,2114,13,13
35,2025,1,13
1822,2025,13,13
1823,2025,13,13
1824,2025,13,13
2022,2026,13,13
1822,2026,13,13
1823,2026,13,13
1824,2026,13,13
2027,2028,13,13
2027,2115,13,13
1822,2027,13,13
1823,2027,13,13
1824,2027,13,13
2028,2115,13,13
1822,2028,13,13
1823,2028,13,13
1824,2028,13,13
2029,2114,13,13
35,2029,1,13
1822,2029,13,13
1823,2029,13,13
1824,2029,13,13
2030,2034,13,13
2030,2116,13,13
1822,2030,13,13
1823,2030,13,13
1824,2030,13,13
2031,2035,13,13
2031,2117,13,13
1822,2031,13,13
1823,2031,13,13
1824,2031,13,13
2032,2039,13,13
2032,2118,13,13
35,2032,1,13
1822,2032,13,13
1823,2032,13,13
1824,2032,13,13
2033,2036,13,13
2033,2119,13,13
1822,2033,13,13
1823,2033,13,13
1824,2033,13,13
2034,2116,13,13
1822,2034,13,13
1823,2034,13,13
1824,2034,13,13
2035,2117,13,13
1822,2035,13,13
1823,2035,13,13
1824,2035,13,13
2036,2119,13,13
1822,2036,13,13
1823,2036,13,13
1824,2036,13,13
2037,2045,13,13
2037,2120,13,13
1822,2037,13,13
1823,2037,13,13
1824,2037,13,13
2038,2040,13,13
2038,2121,13,13
1822,2038,13,13
1823,2038,13,13
1824,2038,13,13
2039,2118,13,13
35,2039,1,13
1822,2039,13,13
1823,2039,13,13
1824,2039,13,13
2040,2121,13,13
1822,2040,13,13
1823,2040,13,13
1824,2040,13,13
2041,2044,13,13
617,2041,1,13
2041,2122,13,13
1822,2041,13,13
1823,2041,13,13
1824,2041,13,13
2042,2046,13,13
2042,2123,13,13
1822,2042,13,13
1823,2042,13,13
1824,2042,13,13
2043,2047,13,13
2043,2124,13,13
1822,2043,13,13
1823,2043,13,13
1824,2043,13,13
617,2044,1,13
2044,2122,13,13
1822,2044,13,13
1823,2044,13,13
1824,2044,13,13
2045,2120,13,13
1822,2045,13,13
1823,2045,13,13
1824,2045,13,13
2046,2123,13,13
1822,2046,13,13
1823,2046,13,13
1824,2046,13,13
2047,2124,13,13
1822,2047,13,13
1823,2047,13,13
1824,2047,13,13
2048,2055,13,13
2048,2125,13,13
35,2048,1,13
1822,2048,13,13
1823,2048,13,13
1824,2048,13,13
2049,2050,13,13
2049,2126,13,13
1822,2049,13,13
1823,2049,13,13
1824,2049,13,13
2050,2126,13,13
1822,2050,13,13
1823,2050,13,13
1824,2050,13,13
2051,2053,13,13
2051,2127,13,13
1822,2051,13,13
1823,2051,13,13
1824,2051,13,13
2052,2054,13,13
2052,2128,13,13
1822,2052,13,13
1823,2052,13,13
1824,2052,13,13
2053,2127,13,13
1822,2053,13,13
1823,2053,13,13
1824,2053,13,13
2054,2128,13,13
1822,2054,13,13
1823,2054,13,13
1824,2054,13,13
2055,2125,13,13
35,2055,1,13
1822,2055,13,13
1823,2055,13,13
1824,2055,13,13
2056,2058,13,13
2056,2129,13,13
1822,2056,13,13
1823,2056,13,13
1824,2056,13,13
2057,2059,13,13
2057,2130,13,13
1822,2057,13,13
1823,2057,13,13
1824,2057,13,13
2058,2129,13,13
1822,2058,13,13
1823,2058,13,13
1824,2058,13,13
2059,2130,13,13
1822,2059,13,13
1823,2059,13,13
1824,2059,13,13
2060,2061,13,13
2060,2131,13,13
35,2060,1,13
1822,2060,13,13
1823,2060,13,13
1824,2060,13,13
2061,2131,13,13
35,2061,1,13
1822,2061,13,13
1823,2061,13,13
1824,2061,13,13
2062,2063,13,13
2062,2132,13,13
1822,2062,13,13
1823,2062,13,13
1824,2062,13,13
2063,2132,13,13
1822,2063,13,13
1823,2063,13,13
1824,2063,13,13
2064,2066,13,13
2064,2133,13,13
2064,2134,13,13
1822,2064,13,13
1823,2064,13,13
1824,2064,13,13
2069,2070,13,13
2072,2073,13,13
2082,2083,13,13
2085,2086,13,13
2092,2093,13,13
2099,2100,13,13
2109,2110,13,13
2065,2067,13,13
2065,2135,13,13
1822,2065,13,13
1823,2065,13,13
1824,2065,13,13
2066,2133,13,13
2066,2134,13,13
1822,2066,13,13
1823,2066,13,13
1824,2066,13,13
2068,2069,13,13
2068,2070,13,13
2068,2136,13,13
1822,2068,13,13
1823,2068,13,13
1824,2068,13,13
2069,2070,13,13
1822,2069,13,13
1823,2069,13,13
1824,2069,13,13
2071,2072,13,13
2071,2073,13,13
1822,2071,13,13
1823,2071,13,13
1824,2071,13,13
2072,2073,13,13
1822,2072,13,13
1823,2072,13,13
1824,2072,13,13
2074,2075,13,13
2075,2137,13,13
1822,2075,13,13
1823,2075,13,13
1824,2075,13,13
2076,2077,13,13
2076,2138,13,13
2076,2136,13,13
1822,2076,13,13
